SMILES,NLL
Cc1csc(=NC(=O)c2cc(=O)n(-c3ccccc3)nc2Cl)[nH]1,26.99
c1csc(-c2ccnc(-c3cccs3)c2)c1,23.04
Cc1ccc(CNC(=O)CSc2ccc(C(F)(F)F)cn2)cc1,22.93
OC1(Cc2ccccc2)CCN(CCC(c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,27.83
COc1c[nH]cnc1=NCc1ccccc1C,24.16
O=C(Nc1ccc(N=c2cc[nH]c3cc(Cl)ccc23)cc1)c1ccccc1O,22.87
CN(C)CCOCC1CN(c2ccc(S(=O)(=O)N(C)C)cn2)C1,28.62
COc1ccccc1CN(CCCN)C(C)C,21.99
O=C(c1ccccc1)c1ccc(C(c2ccc(Cl)cc2)(c2ccc(Cl)cc2Cl)n2ccnc2)cc1,31.18
O=C(NC(Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O)c1cc(Cl)c2ccccc2n1,27.28
CCN(CC(=O)N=c1ccc(C)c[nH]1)C(=O)c1ccccc1N(C)C,32.93
NCc1c(-c2ccc(-c3ccccc3)[nH]2)[nH]c2ccccc2c1=O,23.95
CC(c1ccccc1)N(C(=O)CCl)C(=O)c1ccccc1,22.99
COc1cc2[nH]c3cc(O)c4c(c3c(=O)c2cc1OC)C(CC(C)=O)(c1ccccc1)C(C)N4,47.28
CCC(N)c1ccc(Cl)cc1,20.16
Cc1ccc(C)c(NC(=O)C2COc3ccccc3C2)c1,22.29
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)OCCN(C)C)cnc4[nH]3)c(=O)oc2c1,37.74
Cn1cc2cccc(C(=O)NCCC#N)c2c1O,29.84
O=C(Nc1ccc2ccccc2c1)c1cc(NC(=O)c2cccc3ccccc23)ccc1Cl,30.51
CCCN1CCCC(c2ccc(Cl)c(Cl)c2)C1,19.58
Cc1ccc(C(=O)Nc2cccc(-c3ccc4ncn(C)c4c3)c2)cc1,26.26
O=c1c2c(c3cccnc3n1-c1ccccc1)CCCC2,22.92
CCCCCC(=O)NCCSc1ccc(C)cn1,27.78
Cc1ccc(CCNC(=NO)c2cccnc2Oc2cccc3ccccc23)cc1,26.53
CN1CCc2ccc(Oc3ccc(NC(=O)c4ccc([N+](=O)[O-])s4)cc3)cc2CC1,32.44
O=c1[nH]c(CCCc2ccccc2)nc2ncccc12,21.6
COc1cccc(C2c3ccccc3N3C(CN4CCOCC4)CCC3N2S(=O)(=O)c2cccc(N)c2)c1,44.04
CNS(=O)(=O)c1ccc(CNS(C)(=O)=O)cc1,22.04
CC(=O)NC(C)(C)c1ccc(OC2CCN(c3ncnc(OC4CC4)c3Br)C2)cc1,31.44
CCCc1c(CN(C)Cc2ccccc2)c(C)n(C)c1C(=O)NCC,27.47
N#Cc1c(-c2ccccc2)[nH]c2ncccc12,19.88
NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]cn1)C(=O)NCCCCCN=C(N)N,41.42
CC(C)c1nccn1-c1ccc(=O)n(CCN2CCNCC2)n1,30.22
CCCOC(=O)Cc1ccccc1Cl,22.3
CCN(C(=O)CN1CCN(CCCOc2ccccc2)CC1)c1ccccc1,26.01
O=C(CN(CCBr)CCBr)c1ccncc1,26.54
Cc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1C,20.27
Cn1ccc2c3nc(-c4ccc5ncccc5c4)[nH]c(=N)c3ncc21,29.71
CC(C)Cn1cc(C(=O)O)c2ccsc2c1=O,24.83
Fc1ccc(C(c2nnnn2CCCn2ccnc2)N2CC=C(c3ccccc3)CC2)cc1,31.37
O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc1)C2,23.1
O=[N+]([O-])c1ccc(CN2C3C=C(c4ccccc4)CC2CCC3)cc1,27.0
Cc1ccccc1NC(=O)c1cn(C)c2ccc(S(=O)(=O)N3CCCCC3)cc2c1=O,25.53
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C=O)C5CCC43C)C12,28.09
Oc1ccc(C=NNC(=S)Nc2ccc(Br)cc2)c(O)c1Br,24.78
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)N=c3cccc[nH]3)CC2)C1,23.55
CC(C)CCCCC(C)C1CCC2C1(C)CCC1C3C(C)Cc4ccc(O)cc4C(O)OC3CCC12C,48.62
CC(=O)Nc1cn(CC(=O)O)c2ccccc12,23.64
COC(=O)CN1C(=O)C(NC(=O)c2ccc([N+](=O)[O-])cc2)CCSc2ccccc21,30.43
ON=C(O)c1cc2ccccc2n1-c1ccccc1,23.92
COC(=O)c1cccc(N2C(=O)c3ccccc3C2=O)c1,18.83
CCCC#Cc1cnc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)c1ccccc1)O2,23.92
CC(C)(OC(=O)c1c(-c2ccc(F)cc2)csc1N)c1ccccc1,30.96
COC12CCC3C(C)C(OC(C)=O)CCC3(C)C3(CCCC(=O)C13)C(=O)O2,41.92
CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2CCCCC2)cc1,23.79
CC(=O)Nc1cccc(-c2cc[nH]c(=Nc3cccc(F)c3)n2)c1,22.37
Cc1ccc(N=c2[nH]c(-c3sc(-c4ccccn4)nc3C)cs2)cc1,24.91
O=C(CCN1CCN(c2ccccc2)CC1)Cn1c(-c2ccccc2)nc2ccccc21,28.61
COC(=O)c1c(CCCCCCCC(=O)O)sc(C(=O)O)c1O,34.3
C=CC(=O)Nc1cc2c(=Nc3cccc(OC(F)(F)F)c3)[nH]cnc2cc1OCCCC(O)=NO,28.12
CCOc1ccccc1OCC(=O)OCC(=O)NC1CCCCC1,22.9
O=C(Nc1cnc(=Nc2ccc(C(F)(F)F)cc2)[nH]c1)C1CCNCC1,27.97
CCOC(=O)C1CC(c2ccc(F)cc2)C2C(=O)COC(C)(O)C12,33.72
CCOC(=O)CSc1[nH]nc(-c2ccccc2)c1-c1ccccc1,23.72
CCN(CCOc1ccc(Cl)cc1)Cc1ccccc1,21.04
c1ccc2cc(OCc3ccc4ccccc4n3)ccc2c1,19.1
CCC1CC(N)CN(c2ncnc3[nH]cc(-c4ccccc4)c23)C1,25.9
COc1ccc2[nH]c(C)cc(=NCCn3cc(COc4ccccc4Br)nn3)c2c1,34.41
COc1cc(CC(C)C)c(-c2ccccc2)cc1OC,23.56
CC1Oc2ccc(CNC34CCC(CCc5c(F)cccc5F)(CC3)OC4)nc2NC1=O,24.97
CCC(CC)NC(=O)c1ccc(Cl)cc1Cl,19.4
COC(CNC(=O)c1ccc2c(=O)n(C3CCCCCC3)c(=O)[nH]c2c1)OC,26.52
O=S(=O)(N=c1cc(NC2CC2)c2ccc(F)cc2[nH]1)C1CCCC1,36.27
COc1ccc2c3c([nH]c2c1)CN1C(=O)CN(C(=O)Cc2ccccc2)CC(=O)C1C3,31.01
Cc1cc(C(F)(F)F)c(=NCCCN2CCN(CCCNS(=O)(=O)c3ccccc3)CC2)[nH]n1,33.02
CCOc1cc(C2Nc3ccccc3C(=O)N2NC(=O)C2=C3CCCC(O)C3(C)SC2)ccc1O,40.45
NN=C(C(=O)Nc1ccccc1)C(=O)Nc1cccnc1Cl,29.67
CC(c1ccc2c(c1)CCCC2)c1oc(C(=O)O)c(Cl)c1Cl,33.88
CCNC(=O)c1ccccc1Nc1ccc(Oc2ccc(Cl)cc2)cc1,27.85
Cc1cc(Cl)ccc1N1C(=O)CC12C(=O)Nc1ccccc12,30.8
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3OC(F)(F)F)cc(F)cc12,26.58
COCCN=c1[nH]c(=O)c2sc(=S)n(-c3ccccc3)c2[nH]1,24.17
Cc1ccc(C(C#Cc2ccccc2)Sc2ccccc2)cc1,26.24
COc1ccc(N(CC(=O)c2ccc(F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1,27.73
CC(=O)NC(CC(C)C)C(=O)NC1CCCCC1,20.14
O=C1CC(c2ccc(O)cc2)Sc2ccccc21,19.62
CCc1ccccc1NC(=O)CCN1CCc2ccccc2C1,24.9
NCC(=O)NCCc1cc(=O)c2cc(-c3ccncc3)ccc2[nH]1,33.37
CC(N=c1nc(Cl)c(Cl)c(N2CC3C=CCC3C2CC(=O)O)[nH]1)c1ccc(C(F)(F)F)cc1,39.2
C=C(C)CC(O)=C(C)C=CC(=O)O,32.4
CCCC(=O)CNC(=O)C(CCCCCC#Cc1ccc(O)cc1)N1CC2CCC(CC2)C1,51.44
Cc1ccc(S(=O)(=O)NCCOCCOCCOCCCCc2ccccc2)cc1,26.25
CCOC(=O)c1ccc2nc(-c3ccc(C)cc3)cn2c1,20.78
COC(=O)c1cc2cccc(OCc3cccc(-c4cc(C)cc(Cl)c4)c3OC)c2oc1=O,38.72
Cn1cccc1C=NNC(=O)Cn1c2ccccc2c(=O)c2ccccc21,25.74
CCc1cccc(CC(C)(C)C)c1N=NN(C(=O)c1ccc(C)c(Cl)c1)c1ccccc1,38.2
CCCCc1cc(=O)oc2cc(OCCCOc3ccc(-c4ccccc4)cc3)ccc12,24.58
O=C(COc1ccc(Br)cc1)Cn1cc(C=CC(=O)c2ccc(Cl)cc2)c2ccccc21,29.01
CCC(c1cccnc1)c1cc(OC)cc(OC)c1,23.08
COc1ccc2nccc(-c3nc(Oc4ccccc4)c4ccccc4n3)c2c1,33.64
Nc1ccc(OCC(=O)N=c2[nH]nc(Cc3ccco3)o2)cc1,35.23
Cc1cccc(=NC(=O)c2cccc(S(=O)(=O)N3C(C)CCCC3C)c2)[nH]1,27.01
CCN(CC)CCn1ccc2c(=O)n(CC(=O)N3CCC4CC3C4(C)C)c(=O)c3ccccc3c2c1=O,49.79
CCOC(=O)N1CCN(S(=O)(=O)N2CCCC(C(=O)NCCc3ccccc3)C2)CC1,22.22
CCc1cnc(N2CCCN(S(C)(=O)=O)CC2)nc1,23.4
CSc1nn(-c2ccccc2)c2nc(-c3ccccc3)ccc12,21.04
C(=NOc1ccccc1)c1nc2ccccc2[nH]1,22.1
Cc1cccc(C(=O)NCc2ccc(=N)[nH]c2-n2cccn2)c1,31.07
CCCC1=Nc2cc(OCC)ccc2SC1c1ccc(F)cc1,29.43
COc1ccc(C=C(C#N)C(=O)NCCOC(=O)C=CC(=O)OC(C)C)cc1O,33.11
