SMILES,NLL
CCCCCCCC1(O)CCN(S(=O)(=O)c2ccccc2)CC1,24.99
Cc1ccccc1C(=O)Nc1ccc(Oc2ccc(C(=O)Nc3ccccc3)cc2)cc1,27.49
Nc1ccc(C2CC(=O)C(O)N2Cc2ccc(OC(F)(F)F)cc2)cc1,24.11
Cc1ccc(C(=O)C=Cc2cccc(Oc3ccc(C=CC(=O)C=Cc4cccc(O)c4)cc3)c2)cc1,33.41
COC(=O)c1c(F)cccc1Oc1nc(C)cc(OC)n1,26.88
O=C(NC1CC1)c1ccccc1F,18.83
C=CCSSC=CS(=O)(=O)N=CCC,29.0
O=C(O)CCNCc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,27.26
CCCCCCCCCCCCCCC(O)C(CO)OC,21.05
CCOC(=O)c1ccc(O)c(O)c1,16.44
O=C(O)c1ccc(NC(=O)c2cc(NC(=O)c3c(F)cccc3Cl)ccc2Cl)cc1,27.29
NCCc1ccc(OCc2ccc(F)cc2)cc1,18.84
CCCCCc1cc(O)cc(OCCCCCCCCCCCC(=O)N=c2cccc[nH]2)c1,26.44
CC(=O)NC(C(=O)NCc1ccccc1Cl)C1CO1,31.2
CC(N=c1cc[nH]c2cc(C(F)(F)F)ccc12)C1CC1,26.31
CC(C)CN(CC(C)C)S(=O)(=O)c1ccc(Cl)cc1,20.65
CCCCCCCCCCCCCC(=O)N1CCCC1,18.61
Cc1cc(Cl)ccc1NC(=O)c1cccs1,19.75
Cc1cc(=O)oc2c(CN3CCCCCCC3)c(O)ccc12,20.83
Cn1c(COc2ccccc2)cnc1[N+](=O)[O-],19.49
CC(=O)C(O)CCCCN,22.67
CCN1CCCC(c2ccc(F)cc2)C1,20.83
CCCCNC(=O)c1cccnc1,19.37
N=C(N)NCc1cccc(Cl)c1,17.35
CC(C)c1c(C(N)=O)c2n(c1C(=O)NCc1ccc(F)cc1Cl)-c1cc(NC(=O)c3ccccc3Cl)ccc1CC2,33.98
CCCCCCNC(=O)CCCc1ccc(Br)cc1,24.63
Cc1ccc2cc(COc3ccc(-c4ccc(C(=O)O)cc4)c(C(C)(C)CC(C#N)c4ccc(Cl)cc4)c3)ccc2c1,47.76
CCCCn1c(=O)cc(OCc2cccc(C(=O)O)c2)c2cnn(C)c21,33.38
CCCCCNC(=O)Nc1c(C)cccc1OCCCn1cnc(-c2ccc(C)cc2)c1CC,21.76
CCOC(=O)CC1=NCCn2c1nc(-c1ccc(C)cc1)c2C(F)(F)F,28.2
